"","Key","Item.Type","Publication.Year","Author","Title","Publication.Title","ISBN","ISSN","DOI","Url","Abstract.Note","Date","Date.Added","Date.Modified","Access.Date","Pages","Num.Pages","Issue","Volume","Number.Of.Volumes","Journal.Abbreviation","Short.Title","Series","Series.Number","Series.Text","Series.Title","Publisher","Place","Language","Rights","Type","Archive","Archive.Location","Library.Catalog","Call.Number","Extra","Notes","File.Attachments","Link.Attachments","Manual.Tags","Automatic.Tags","Editor","Series.Editor","Translator","Contributor","Attorney.Agent","Book.Author","Cast.Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed.Author","Scriptwriter","Words.By","Guest","Number","Edition","Running.Time","Scale","Medium","Artwork.Size","Filing.Date","Application.Number","Assignee","Issuing.Authority","Country","Meeting.Name","Conference.Name","Court","References","Reporter","Legal.Status","Priority.Numbers","Programming.Language","Version","System","Code","Code.Number","Section","Session","Committee","History","Legislative.Body"
"35","HNZRLQNE","journalArticle",2019,"Kozina, Z.; Cretu, M.; Safronov, D.; Gryn, I.; Shkrebtii, Y.; Bugayets, N.; Shepelenko, T.; Tanko, A.","Dynamics of psychophysiological functions and indicators of physical and technical readiness in young football players aged 12-13 and 15-16 years during a 3-month training process","Physiotherapy Quarterly",NA,"2544-4395","10.5114/pq.2019.86464",NA,"Introduction. The purpose of the research was to provide a comparative characteristic of the dynamics of psychophysiological functions and indicators of physical and technical readiness of young footballers aged 12-13 and 15-16 years during 3 months of training. Methods. The study involved 24 football players; 12 were 12-13 years old, 12 were 15-16 years old. Parameters characteristic of determining the psychophysiological status, indicators of the nervous system work capacity, and attention indicators were analysed with the help of computer programs for psychophysiological testing. Also, the level of physical preparedness (60-m running, 1000-m running, shuttle running, pull-ups, standing long jump), and of technical preparedness (juggling, running throw) were established. Testing was carried out at the beginning of the preparatory period and at the beginning of the competition period of an annual training process cycle. The gap between the tests was 3 months. Results. Changes of psychophysiological indicators and indicators of physical and technical fitness that occurred in the observed period were more expressed among the 12-13 years old football players than in those aged 15-16 years. Conclusions. At the age of 12-13 years, emphasis should be put on the development of psychophysiological functions since at an older age the level of these functions is more difficult to influence, which can be decisive for the perfection of the athlete in football.","2019","2020-05-20 00:15:36","2020-05-20 00:15:36",NA,"20-27",NA,"3","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,"English",NA,NA,NA,NA,"Embase",NA,NA,NA,"; ","http://dx.doi.org/10.5114/pq.2019.86464; http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L2003284958","football player; human; article; competition; adolescent; running; attention; child; school child; aged; software; nervous system",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","ED5IZBJ6","journalArticle",2019,"Hourcade, Jean-Christophe; Noirez, Philippe; Sidney, Michel; Toussaint, Jean-Francois; Desgorces, Francois-Denis","Performance losses following threefold volume increases in soccer-specific training and in small-sided games","Science & Medicine in Football",NA,"24734446","",NA,"Objectives: The present study analyzes the effects of volume increase on physical performances in soccer-specific exercises performed at high intensity. Methods: 12 young professional players performed three types of soccer-specific exercise: one small-sided game (SSG) and two soccer-specific training (SST: repeated sprints and aerobic runs). Each type of exercise was performed twice, at low and high training volume. Acute and delayed sessions' effects were assessed by changes in exercise heart-rate (HR) and blood lactate, counter-movement jumps (CMJ), speed and distance achieved during a final game performed after the soccer-specific exercises. Results: In SSG, the volume increase enhanced the time spent in the highest HR zone (P=0.027) and blood lactate concentration (P=0.018). Speed and distance achieved in the final game were lower after SSG than after aerobic-SST exercise (P<0.05). The next morning CMJ decreased after SST exercises (P<0.001). Sessions' HR was correlated with running distance (r=0.65, P=0.006) and the next morning changes in sprint density was correlated with CMJ performance (r=0.56, P=0.01). Conclusion: Acute negative effects of volume increase appeared after SSG while delayed negative effects appeared after SST. The present study focused on short terms exercise-induced effects; more studies remain required for controlling the full range of needed recovery durations. ABSTRACT FROM AUTHOR","2019","2020-05-20 00:35:47","2020-05-20 00:35:47",NA,"3-13",NA,"1","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"sph",NA,NA,NA,"","https://gateway.library.qut.edu.au/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sph&AN=135371022&site=ehost-live&scope=site","training; fatigue; Recovery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","J4VEHQ2U","journalArticle",2019,"Mendis, D.; O'Hara, M.; Grantham, B.; Hides, J.","Low back pain and lumbopelvic muscles in elite female Australian football players: an exploratory study","Journal of Science and Medicine in Sport",NA,"1878-1861 1440-2440","10.1016/j.jsams.2019.08.120",NA,"Introduction: Low back pain is a common problem in male Australian football players which may have negative consequences on performance and is associated with increased odds of lower limb injury. Whilst deficits in trunk and hip muscle function associated with low back pain have been demonstrated in elite male Australian football and soccer players, little is known about this relationship in female Australian football players. This exploratory study aimed to examine the size and function of trunk and hip muscles in elite female AFL players with and without low back pain. Methods: Twelve female players from a professional AFL club participated in this cross-sectional study. In the preseason, presence and history of low back pain, including duration of symptoms, was assessed using questionnaires. Presence of recent low back pain was established using a rating of pain intensity for the past week on a visual analogue scale. Size and function of the trunk and hip muscles were assessed with ultrasound imaging using previously published protocols. Independent-samples t-tests were conducted to compare muscle size and function between players with and without low back pain. Significance was set at p < 0.10. Results: 58 % of players reported low back pain in the last week with an average rating of pain intensity of 4.9 (2.1) cm and an average duration of 9.6 (6.8) weeks. In players with low back pain, size of the multifidus muscle at L5 was smaller on the kicking leg (p = 0.007) and the gluteus medius muscle was smaller on the stance leg (p = 0.059). Low back pain was associated with increased contraction of the multifidus muscle at L5 (p = 0.02) and decreased contraction of the internal oblique muscle on the stance leg (p = 0.001). Discussion: Similar to results of previous research on male football players, deficits in trunk and hip muscle size and altered function were found in female football players with low back pain. These preliminary findings may be important as a previous prospective study of 259 elite male AFL players showed that players with recent low back pain and players with a smaller multifidus muscle on the kicking leg had higher odds of sustaining a lower limb injury. As the reported changes in lumbopelvic muscle function have been shown to be amenable to intervention in elite male football players, further research aimed at identification of modifiable factors in female football players with low back pain may be warranted.","2019","2020-05-20 00:59:31","2020-05-20 00:59:31",NA,"S96",NA,"","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,"English",NA,NA,NA,NA,"Embase",NA,NA,NA,"; ","http://dx.doi.org/10.1016/j.jsams.2019.08.120; http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L2002901976","adult; conference abstract; female; football player; human; male; injury; controlled study; prospective study; questionnaire; cross-sectional study; muscle function; leg; multifidus muscle; muscle mass; trunk; ultrasound; visual analog scale; hip muscle; standing; exploratory research; gluteus medius muscle; low back pain; oblique internal abdominal muscle; pain intensity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","IS75CKVX","journalArticle",2019,"Rodríguez-Arce, Jorge; Flores-Núñez, Laura I.; Portillo-Rodríguez, Otniel; Hernández-López, Saúl E.","Assessing the performance of soccer goalkeepers based on their cognitive and motor skills","International Journal of Performance Analysis in Sport",NA,"14748185","",NA,"In this work, the authors propose the use of a new electronic measurement platform to assess the performance of goalkeepers based on their cognitive and motor skills. A test was run in order to show how the GoMeSy platform could be used by coaches to evaluate the penalty shot-stopping skills of goalkeepers, consequently, the performance of 22 players was measured. In the case of the cognitive skills, there is not a significant difference between novice and expert goalkeepers (p = 0.333), meanwhile, in the case of the motor skills, there is a significant difference (p = 0.006). In addition, there is a moderate, positive correlation between weight and motion time (r = 0.437). In general, this study demonstrates that the GoMeSy platform allows coaches to evaluate with accuracy the penalty shot-stopping skills of goalkeepers. The findings of the test emphasize the fact that coaches do not have to focus only on the goalkeepers' physical training (motor skills), but they should also consider developing the reaction time (cognitive skills). The results also highlight that although the body mass index depends on the height and weight of each subject, coaches should focus primarily on monitoring the weight of players to improve their performance. ABSTRACT FROM AUTHOR","2019","2020-05-20 00:08:34","2020-05-20 00:08:34",NA,"655-671",NA,"5","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"sph",NA,NA,NA,"","https://gateway.library.qut.edu.au/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sph&AN=138769585&site=ehost-live&scope=site","*BODY mass index; reaction time; *MOTOR ability; *SOCCER goalkeepers; *REACTION time; ELECTRONIC measurements; Goalkeeper performance; GROSS motor ability; motor skills; shot-stopping skills; testing and measurement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","ZR279PCW","journalArticle",2019,"Mousa, H. J.; Hadi, A. K.; Ali Kadhim, M. A.","Effectiveness of the ultrasonic device with therapeutic exercises in the rehabilitation of knee joint injury in football players","Indian Journal of Forensic Medicine and Toxicology",NA,"0973-9130 0973-9122","10.5958/0973-9130.2019.00308.6",NA,"The research aims to identifying the effect of the use of the ultrasonic device with the therapeutic exercises in the rehabilitation of the knee joint injury in the football players, and through the research hypotheses there was a statistically significant effect of using the ultrasonic device and the training exercises between the pre and posttests of the experimental group in the rehabilitation of knee joint injury in football players The researchers adopted the experimental approach to suit the research problem. The sample consisted of (10) players from Najaf clubs playing the same level in football in 2017-2018. Many methods and tools were used to collect information, the sources and then the researchers adopted the appropriate statistical methods to reach accurate results using statistical bag (spss), on the healing of the injury through the return of the player to his normal state. This is proven by the differences between the pre and posttests in favor of the posttest, and the most important recommendations to emphasize the importance of the use of modern devices, including (ultrasonic) in the treatment of knee joint injuries of its importance.","2019","2020-05-20 00:17:24","2020-05-20 00:17:24",NA,"308-313",NA,"4","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,"English",NA,NA,NA,NA,"Embase",NA,NA,NA,"; ","http://dx.doi.org/10.5958/0973-9130.2019.00308.6; http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L2003257849","football player; human; male; article; controlled study; ultrasound; knee injury; pretest posttest design; kinesiotherapy; rehabilitation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2G937Y8V","journalArticle",2019,"Laury, T.; Mines, B.; Jayanthi, N.; Gary, M.; Buster, B.","Unusual high risk college football injury: What the heck? It was the neck?","Clinical Journal of Sport Medicine",NA,"1536-3724","10.1097/JSM.0000000000000728",NA,"History: A 22-year-old male college football player presented to the ED with neck pain after taking a hit to the left shoulder and chest at a football game 2 weeks before presentation. At the game, he presented to the athletic trainer and physician with hemoptysis. No neck pain was reported. Plain films were negative for rib fracture or pulmonary contusion. Approximately 1 week later, he woke up with mild pain in the base of his skull that radiated to his left ear. Pain progressed over the next several days, which prevented him from returning to practice. There was pain with neck flexion and a catching sensation when extending back to neutral. Symptoms were worse in the morning and aggravatedby coughing or sneezing. He denied weakness, numbness, tingling, headache, dizziness or tinnitus. When his symptoms failed to resolve after = days-2 weeks after the initial injury - he presented to ED. Physical Exam: General: Alert and oriented with no acute distress. MSK: Decreased range of motion of cervical spine with flexion, extension, lateral rotation and side bend. Neuro: Cranial Nerves II-XII intact. Sensation to light touch intact in bilateral upper and lower extremities. 5/5 strength in bilateral deltoids, biceps, triceps. 5/5 strength with bilateral wrist flexion, wrist extension and gripping. 5/5 strength with bilateral hip flexion, knee extension, ankle dorsiflexion and plantar flexion. 21 reflexes in bilateral biceps and brachior-adialis. 11 reflexes in bilateral patellar tendons. Coordination intact with finger-to-nose testing. Differential Diagnosis: Cervical disc herniation Cervical spinal cord compression Atlantoaxial ligamentous injury Cervical vertebral body fracture Cervical facet displacement Test Results: CT C-Spine: Subluxation of C1 in relation to C2, atlantodental interval (ADI) 4.5 mm (wide), anterior positioning of posterior C1 arch narrows canal at C1. High density material in L. ventral epidural space posterior to C2 vertebral body. MRI C-Spine: Injury to the R. alar, transverse and posterior interspinous ligaments at C1-C2. Large L. paracentral disc herniation at C2-C3 with associated cord impingement and flattening. DynamicXR C-Spine: ADI 4mm in flexion, 2 mm in extension. Final Diagnosis: (1) Ligamentous injury involving right alar ligament, transverse ligament and posterior interspinous ligament at C1-C2. (2) Left disc extrusion at C2-C3. Discussion: The craniocervical junction (CCJ) is stabilized by several ligaments, the strongest ofwhich include the transverse and alar ligaments. Injury to these ligaments can result in CCJ instability. The athlete also sustained a C2-C3 disc extrusion, causing cord impingement. Herniation at this level is rare, especially in young patients. High c-spine instability and herniation can result in paralysis and cardiorespiratory compromise, so prompt diagnosis is key. CT and dynamic XR can assess for C1-C2 stability. MRI can evaluate for spinal cord pathology. Immediate c-spine immobilization is imperative. The degree of stability and cord injury determine whether management is surgical or conservative. Outcome: The patient was admitted to observation for neurosurgical evaluation after initial CT and MRI were concerning for possible atlantoaxial instability. However, flexion and extension plain films ruled out gross instability. Therefore, he was treated non-operatively and placed in a cervical collar, which was to be worn at all times. Follow-up: The patient returned for follow-up neurosurgical evaluation 2 weeks after being placed in the collar. He reported complete resolution of neck pain and continued to deny any neurologic symptoms. The follow up plain films showed loss of normal lordosis; however, no further C1-C2 subluxation was noted on neutral lateral x-ray. Conservative management with cervical collar was continued on discharge.","2019","2020-05-20 00:56:05","2020-05-20 00:56:05",NA,"e31-e32",NA,"2","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,"English",NA,NA,NA,NA,"Embase",NA,NA,NA,"; ","http://dx.doi.org/10.1097/JSM.0000000000000728; http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L629860380","adult; conference abstract; female; football player; human; male; rib fracture; case report; hip; knee; nuclear magnetic resonance imaging; biceps brachii muscle; clinical article; thorax; young adult; follow up; patellar ligament; outcome assessment; ankle; range of motion; rotation; physician; physical examination; remission; dizziness; wrist; cranial nerve; hypesthesia; sensation; touch; diagnosis; differential diagnosis; X ray; headache; neck pain; weakness; conservative treatment; athletic trainer; cervical disk hernia; compression; ligament injury; lordosis; deltoid muscle; subluxation; finger; cervical collar; triceps brachii muscle; paralysis; distress syndrome; vertebra body; nose; cervical spinal cord; coughing; epidural space; hemoptysis; immobilization; lung contusion; skull; sneezing; spinal cord disease; tinnitus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","W3DHXF89","journalArticle",2019,"Cha, S.; Kwon, B. S.; Hong, N.; Park, J. S.; Byun, S. K.; Choi, S. C.; Kim, Y. S.","Ischemic Colitis Associated with Rhabdomyolysis and Heat Stroke after an Intense Exercise in Young Adult","The Korean journal of gastroenterology = Taehan Sohwagi Hakhoe chi",NA,"2233-6869","10.4166/kjg.2019.74.2.115",NA,"Ischemic colitis primarily affects the elderly with underlying disease, but it rarely occurs in young adults with risk factors, such as coagulopathy or vascular disorder. Moreover, it is extremely rare in the very young without risk factors. This paper presents a patient with ischemic colitis associated with heat stroke and rhabdomyolysis after intense exercise under high-temperature conditions. A 20-year-old man presented with mental deterioration after a vigorous soccer game for more than 30 minutes in sweltering weather. He also presented with hematochezia with abdominal pain. The laboratory tests revealed the following: AST 515 U/L, ALT 269 U/L, creatine kinase 23,181 U/L, BUN 29.1 mg/dL, creatinine 1.55 mg/dL, and red blood cell >50/high-power field in urine analysis. Sigmoidoscopy showed ischemic changes at the rectum and rectosigmoid junction. A diagnosis of ischemic colitis and rhabdomyolysis was made, and the patient recovered after conservative and fluid therapy. This case showed that a diagnosis of ischemic colitis should be considered in patients who present with abdominal pain and bloody diarrhea after intense exercise, and appropriate treatment should be initiated immediately.","2019","2020-05-20 00:28:31","2020-05-20 00:28:31",NA,"115-118",NA,"2","74",NA,NA,NA,NA,NA,NA,NA,NA,NA,"English",NA,NA,NA,NA,"Medline",NA,NA,NA,"; ","http://dx.doi.org/10.4166/kjg.2019.74.2.115; http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L629158171","human; male; case report; exercise; young adult; complication; heat stroke; fluid therapy; ischemic colitis; rhabdomyolysis; sigmoidoscopy; x-ray computed tomography",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2D8V3BRT","journalArticle",2019,"Goto, K.; Gloyer, K.","Puzzling periscapular pain","Clinical Journal of Sport Medicine",NA,"1536-3724","10.1097/JSM.0000000000000728",NA,"History: A 19 year old female collegiate rugby athlete initially presented to the training room with 9 days ofdiscomfort in the left posterior shoulder/periscapular area. She reported that she braced herself for a tackle during a contact drill in practice when she experienced sharp pain near the left shoulder blade. She reported pain in the medial periscapular area with shoulder movement and deep inspiration. After initial negative imaging, she did trials of NSAIDs, muscle relaxants and tramadol as well as physical therapy, myofascial manual therapy, trigger point injections and chiropractic manipulation over the course of 6 months without significant improvement. The last 3 of those months, she was home in Canada for summer break. The athlete now returns to campus with continued pain. Physical Exam: Well appearing female. No obvious abnormalities or gross asymmetry of left back or shoulder. Slightly kyphotic posture. Cervical spine range of motion is full. No midline tenderness. Painful Spurling's, without radiation. Non-tender thoracic spine. Tenderness to the lower border of the upper trapezius, left rhomboid and levator scapulae. Mild deficit with shoulder flexion and abduction secondary to pain. Strength = 5/5. Non-painful AP and lateral compression of rib cage. Differential Diagnosis: Rhomboid spasm Scapular dyskinesis Thoracoscapular bursitis or snapping scapula Posterior rib fracture Thoracic transverse process fracture Test Results: T-Spine and Left Rib XR (April 2017) normal. T-Spine MRI (August 2017) Healing left posterior third rib fracture near transverse process. Vitamin D level = 66 ng/mL. CT Chest (December 2017) Partial nonunion of above fracture. (CT performed due to continued pain despite activity limitation). Bone Scan (March 2018) Small focus of radiotracer uptake over posterior left third rib. (Obtained to assess fracture healing). Follow up CT Chest (September 2018) Interval healing of the fracture. Final Diagnosis: Isolated fracture of the left posterior third rib. Discussion: Isolated posterior rib fractures immediately adjacent to the transverse process are unusual in the absence of high velocity trauma and other injuries. It is suspected that fracture healing was impaired by the combination of manipulation and an inability to immobilize the costotrans-verse joint. Other cases of isolated posterior rib fractures were not found in the literature to guide decision-making. Despite a normal vitamin D level, the athlete continued calcium and vitamin D supplements. A bone stimulator was used to facilitate fracture healing based on the success of stimulators in other fracture non-unions. The bone stimulator was used for = months, which likely played a role in healing. Outcome: The athlete was restricted from contact and heavy upper extremity lifting activities for 18 months due to recurrent pain with attempts to progress back to contact activities. Follow-up: After the significant period of rest, the athlete was able to slowly start back with modified upper body lifting without recurrence of pain. She does not plan to return to competitive rugby at this time.","2019","2020-05-20 00:39:19","2020-05-20 00:39:19",NA,"e11-e12",NA,"2","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,"English",NA,NA,NA,NA,"Embase",NA,NA,NA,"; ","http://dx.doi.org/10.1097/JSM.0000000000000728; http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L629860524","adult; conference abstract; female; human; rib fracture; rugby; case report; nuclear magnetic resonance imaging; clinical article; athlete; young adult; follow up; decision making; summer; abduction; range of motion; cervical spine; physiotherapy; physical examination; pain; calcium; vitamin D; thoracic spine; diagnosis; differential diagnosis; tracer; compression; muscle spasm; Canada; body position; scapula; relapse; bone scintiscanning; dyskinesia; nonsteroid antiinflammatory agent; bone growth stimulator; bursitis; chiropractic manipulation; levator scapulae muscle; pseudarthrosis; rib cage; tramadol; transverse process; trapezius muscle; trigger point",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","BAWENQN7","journalArticle",2019,"Kinnerk, Paul; Harvey, Stephen; Kearney, Philip; MacDonncha, Ciaran; Lyons, Mark","An Investigation of the Self-Reported Practice Activities and Session Sequencing of Inter-County Gaelic Football Coaches","International Sport Coaching Journal",NA,"2328918X","",NA,"Game Based Approaches (GBAs) have been advocated as pedagogies that positively impact athletes' personal and social development, decision-making, tactical awareness and physical fitness. Despite the growing support for GBAs in the academic literature, evidence is currently lacking regarding the application of GBAs across different sports and developmental levels. Accordingly, the present study aimed to investigate Gaelic football coaches' self-reported practice activities and session sequencing and assess how these aligned with benchmarks outlined in the GBA academic literature. In addition, coaches' practice activities were examined as a function of developmental level (academy/developmental/senior) and time of the season (pre/peak). Responses to an online survey, completed by 150 practicing inter-county Gaelic football coaches, were analysed. During pre-season, coaches estimated spending the majority of time in Training Form activities (e.g., isolated fitness, technical skill), whereas they predominately utilised Playing Form activities (e.g., modified games) during peak-season. Coaches reported utilising Training Form activities in the first half of their coaching session before progressing to game like activities in the second half of the session. Few differences were noted across developmental levels. Further education with Gaelic football coaches is required to ensure a more sophisticated conceptual understanding and application of GBAs in coaches' practice. ABSTRACT FROM AUTHOR","2019","2020-05-20 00:28:16","2020-05-20 00:28:16",NA,"211-219",NA,"2","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"sph",NA,NA,NA,"","https://gateway.library.qut.edu.au/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=sph&AN=136827125&site=ehost-live&scope=site","*GAELIC football; *TEAM sports; team sports; *FOOTBALL coaches; coaching; *FOOTBALL training; game-based approaches; pedagogy; SOCIAL development",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","HF785F52","journalArticle",2019,"Ramkumar, P. N.; Navarro, S. M.; Haeberle, H. S.; Jang, A. S.; Frangiamore, S. J.; Farrow, L. D.; Schickendantz, M. S.; Williams, R. J.","Return-to-play after concussion in American versus European professional soccer players: A comparative short-term analysis of performance and longevity","Orthopaedic Journal of Sports Medicine",NA,"2325-9671","10.1177/2325967119S00340",NA,"Objectives: Many studies have focused on the long-term impact of concussions in professional sports, but few have investigated short-term effects. This study examines concussion effects on individual players in the Major League Soccer (MLS) and English Premier League (EPL) by assessing 1) return-to-play (RTP) time, 2) career length, and 3) performance. Methods: Contracts, transactions, injury reports, and performance statistics from 2008-17 were obtained from the official MLS and EPL online publications. Players who sustained a concussion were compared with the 2008-17 non-concussed player pool. Career length was analyzed using Kaplan-Meier survival curves and athletes were stratified by player age, experience, and longevity. Player performance changes were evaluated between the years before versus after concussion. RTP and games missed were analyzed and compared. Results: Of the 1,784 eligible MLS and 2,001 eligible EPL players evaluated over the 10-year period, 102 MLS players sustained 165 concussions and 124 EPL players sustained 142 concussions resulting in injury protocol initiation. MLS players on average missed 7.5 games after a concussion, with 33.5 days missed, whereas EPL players on average missed 0.5 games after a concussion with 9.5 days missed, which was statistically different (p<0.001, p<0.0001). Performance was reduced at all non-goalie positions for goals and assists post-concussion for players in the MLS and in the EPL (p < 0.01). Concussed MLS players playing non-goalie positions scored 2.5 points/year less following a concussion and played in 20 fewer games/year on average. Concussed EPL players playing non-goalie positions scored 3.1 points/year less following a concussion and started in 5.8 fewer games/year on average. Concussed MLS and EPL goalies saw no significant change in performance, although EPL goalies played 3.2 additional games/year on average (p <0.05). The probability of playing a full season post-concussion was not significantly decreased compared with the non-concussed pool (p > 0.05) in both leagues Conclusion: This study investigating the short-term effects of concussion on professional soccer players demonstrates that performance is reduced for non-goalie players, without a significant difference in career longevity between concussed and non-concussed controls.","2019","2020-05-20 00:42:28","2020-05-20 00:42:28",NA,"",NA,"7","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"English",NA,NA,NA,NA,"Embase",NA,NA,NA,"; ","http://dx.doi.org/10.1177/2325967119S00340; http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L629239459","conference abstract; human; soccer player; controlled study; major clinical study; season; concussion; career; probability; Kaplan Meier method; longevity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","TN3MMGC3","journalArticle",2019,"Hargreaves, J.; Pringle, A.","“Football is pure enjoyment”: An exploration of the behaviour change processes which facilitate engagement in football for people with mental health problems","Mental Health and Physical Activity",NA,"1878-0199 1755-2966","10.1016/j.mhpa.2019.02.002",NA,"Introduction: Physical activity is known to be beneficial for people with mental health problems, although engagement is low. Football, provided by professional football club community trusts could aid engagement in physical activity, however little is known about the behaviour change processes which engage individuals in this type of PA. One factor which is often overlooked is affect and exploring this could help identify the behaviour change processes, which engage individuals in a professional football club-led mental health intervention. The aim of this study was to explore the experiences of individuals attending football provided by a professional club community trust to further our understanding of the behaviour change processes involved in facilitating engagement in this provision. Method: Semi-structured interviews were conducted with twelve men who played football provided by a professional football club trust. A range of mental health problems were reported and the participants were aged between 19 and 46. Template analysis was conducted, implementing some of the concepts from the Affective – Reflective Theory (ART). Results: The results highlighted that both affective and reflective processes of ART were evident in engaging individuals in football. Pleasurable experiences were enabled through the physical and social characteristics of football. Self-control strategies emerged which help to action engagement. The professional football club trust provided coaching knowledge and skills, team organisation and resources and feelings of belonging and responsibility. Conclusion: Application of ART to the understanding of football experiences has provided a novel exploration of the processes involved in engaging individuals in football. This has important implications for intervention design; the focus should be on providing pleasurable experiences and fostering appropriate self-control strategies.","2019","2020-05-20 00:23:01","2020-05-20 00:23:01",NA,"19-30",NA,"","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,"English",NA,NA,NA,NA,"Embase",NA,NA,NA,"; ","http://dx.doi.org/10.1016/j.mhpa.2019.02.002; http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L2001703264","adult; human; male; article; football; clinical article; physical activity; priority journal; professional knowledge; skill; depression; semi structured interview; personal experience; mental disease; mental health; social responsibility; behavior change; schizophrenia; Affective Reflective Theory; anxiety disorder; exploratory behavior; paranoia; self control; Social Cognitive Theory; social environment; social psychology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
